2,7.781572161122805e-09
3,2.4571828249314388e-09
4,1.0372009305703848e-09
5,5.193014823236863e-10
6,2.9056656724713313e-10
7,1.7586879584451265e-10
8,1.1294216997386481e-10
10,5.3071384541800026e-11
12,2.8250499932762195e-11
15,1.2855497256978713e-11
18,6.6602834345821425e-12
20,4.523352445709964e-12
23,2.68627142379941e-12
27,1.4613307929105674e-12
31,8.578810084404172e-13
36,4.769581571879687e-13
41,2.831648575844327e-13
47,1.621946392084945e-13
54,9.11485754925609e-14
63,4.735586517848744e-14
72,2.653596313772808e-14
83,1.4146889516536867e-14
95,7.682024399936468e-15
100,6.072263094377087e-15
109,4.074715282017668e-15
125,2.1396774475037263e-15
144,1.0859463353541324e-15
165,5.592355196317087e-16
190,2.7822730739942135e-16
218,1.3965344378151103e-16
250,6.970555237624116e-17
287,3.4321366441129056e-17
330,1.6606769659790074e-17
379,7.99648033397928e-18
435,3.814035206433132e-18
500,1.7801447384411578e-18
