2, 8.528347081858677e-9
3, 2.595863796314156e-9
4, 1.0770822960261605e-9
5, 5.337783100752245e-10
6, 2.968733672016722e-10
7, 1.7914400083295268e-10
8, 1.1487366544825128e-10
9, 7.722624289092e-11
10, 5.391126481947492e-11
11, 3.8817546877895644e-11
12, 2.867780528978064e-11
13, 2.1651939507017777e-11
14, 1.6655157259181648e-11
15, 1.3021284754047515e-11
16, 1.0326597149038333e-11
17, 8.293202165479407e-12
18, 6.735401263503131e-12
19, 5.5253440454434375e-12
20, 4.5739358910524696e-12
21, 3.817790186399228e-12
22, 3.2105727118880815e-12
23, 2.718407349969568e-12
24, 2.3161189118894884e-12
25, 1.9847225848124776e-12
26, 1.709771265446097e-12
27, 1.480201813892666e-12
28, 1.2873584292016417e-12
29, 1.1244557864236022e-12
30, 9.86129199090044e-13
31, 8.681325481101957e-13
32, 7.66984589706815e-13
33, 6.798826319293337e-13
34, 6.045851040505671e-13
35, 5.392199115269752e-13
36, 4.822698313436245e-13
37, 4.3248842890281934e-13
38, 3.888194073728611e-13
39, 3.504017124916768e-13
40, 3.165065989557401e-13
41, 2.8651553202993824e-13
42, 2.5990640282329773e-13
43, 2.3624062952131957e-13
44, 2.1513347538909026e-13
45, 1.9627099266206915e-13
46, 1.793737699682511e-13
47, 1.642049235259585e-13
48, 1.5055756516298247e-13
49, 1.3826013433059767e-13
50, 1.2715425710863804e-13
51, 1.1710885465007337e-13
52, 1.0800548902250791e-13
53, 9.974255397087894e-14
54, 9.222932751580558e-14
55, 8.53862868117113e-14
56, 7.914492477277486e-14
57, 7.344469365741572e-14
58, 6.822958931644144e-14
59, 6.345360220598612e-14
60, 5.907355323996199e-14
61, 5.505014491730507e-14
62, 5.1352208439241e-14
63, 4.7947311882442715e-14
64, 4.4809159887192985e-14
65, 4.19141292475321e-14
66, 3.9240255132863125e-14
67, 3.676783982213484e-14
68, 3.447919000799725e-14
69, 3.23595751463314e-14
70, 3.039333253189424e-14
71, 2.856859276146095e-14
72, 2.6873499683023115e-14
73, 2.5296856999214233e-14
74, 2.382992718191088e-14
75, 2.246297882888249e-14
76, 2.1188486013096496e-14
77, 1.9999558774369392e-14
78, 1.8889155879009083e-14
79, 1.785124808272578e-14
80, 1.6880662961237237e-14
81, 1.5972328090013883e-14
82, 1.5121606779782152e-14
83, 1.4323972529314658e-14
84, 1.3575848698195659e-14
85, 1.2873926731174266e-14
86, 1.2214651746520874e-14
87, 1.1595018066309097e-14
88, 1.1012485854258796e-14
89, 1.0464480810006726e-14
90, 9.948426870235799e-15
91, 9.462557491018691e-15
92, 9.004453852499587e-15
93, 8.572457625856416e-15
94, 8.164846657403243e-15
95, 7.780193281697715e-15
96, 7.416685801346556e-15
97, 7.073130594359489e-15
98, 6.74840715006774e-15
99, 6.44118299229597e-15
100, 6.150368047799115e-15
101, 5.874949475831889e-15
102, 5.613985534184617e-15
103, 5.366719547946283e-15
104, 5.1323220776430526e-15
105, 4.909799269565796e-15
106, 4.698669210371976e-15
107, 4.498259559294637e-15
108, 4.307745168163307e-15
109, 4.1268478370364144e-15
110, 3.954825390244818e-15
111, 3.7912644202348936e-15
112, 3.635600251788805e-15
113, 3.4874759911846237e-15
114, 3.3463917387127037e-15
115, 3.2120389637836067e-15
116, 3.0840483101624497e-15
117, 2.962001573040988e-15
118, 2.845650348330568e-15
119, 2.7346221001767225e-15
120, 2.628766369932438e-15
121, 2.5276186095442803e-15
122, 2.431119793833512e-15
123, 2.3389075816666963e-15
124, 2.2508199258265935e-15
125, 2.1666451534766054e-15
126, 2.0861304932282955e-15
127, 2.0091447727204804e-15
128, 1.9355106664331805e-15
129, 1.8650123317734562e-15
130, 1.7975435090138728e-15
131, 1.7329550628963032e-15
132, 1.6710618318599086e-15
133, 1.6118207312447512e-15
134, 1.5550185806936295e-15
135, 1.500540155498636e-15
136, 1.4483157376654831e-15
137, 1.398238665772452e-15
138, 1.3502079778742333e-15
139, 1.304092022923851e-15
140, 1.2598383267287844e-15
141, 1.2173609663550904e-15
142, 1.1765453949687824e-15
143, 1.1373171250460944e-15
144, 1.0996680436329393e-15
145, 1.0634345580273624e-15
146, 1.0286443940327495e-15
147, 9.951746107656636e-16
148, 9.62967846576037e-16
149, 9.319968630134847e-16
150, 9.021810406082812e-16
151, 8.734969791391557e-16
152, 8.458957496709497e-16
153, 8.193062475943389e-16
154, 7.936860730683856e-16
155, 7.690181503082293e-16
156, 7.452394943411618e-16
157, 7.223356262679854e-16
158, 7.002483646803624e-16
159, 6.789655117024586e-16
160, 6.5843324686537e-16
161, 6.386213477824422e-16
162, 6.195205055953851e-16
163, 6.01082689963058e-16
164, 5.833002438082486e-16
165, 5.66128586122451e-16
166, 5.495615103804334e-16
167, 5.335575832554437e-16
168, 5.180949784540221e-16
169, 5.031693216329705e-16
170, 4.887433837574843e-16
171, 4.747980998165072e-16
172, 4.613306013506932e-16
173, 4.483073451851606e-16
174, 4.3571164281697283e-16
175, 4.235418611239589e-16
176, 4.1176769790864967e-16
177, 4.0037451497218113e-16
178, 3.893616899050207e-16
179, 3.7870177852037866e-16
180, 3.683819156280489e-16
181, 3.5840230282149996e-16
182, 3.487380232523142e-16
183, 3.3937774840522683e-16
184, 3.303106083372568e-16
185, 3.215261709615182e-16
186, 3.130256656997834e-16
187, 3.047877576227678e-16
188, 2.968032328650099e-16
189, 2.8906324155586885e-16
190, 2.8155928177896463e-16
191, 2.742831843128871e-16
192, 2.672370005459981e-16
193, 2.603931752766529e-16
194, 2.5376406465703213e-16
195, 2.4733280458085454e-16
196, 2.4109269950247415e-16
197, 2.3503730866163e-16
198, 2.2916043527665133e-16
199, 2.234561162440493e-16
200, 2.1791020171979925e-16
201, 2.1253415428013602e-16
202, 2.073140739256658e-16
203, 2.0224483862902002e-16
204, 1.973215152698064e-16
205, 1.9253935187459636e-16
206, 1.8789377020892002e-16
207, 1.8338035870377767e-16
208, 1.7899486570012422e-16
209, 1.74726140192723e-16
210, 1.7058447025881322e-16
211, 1.6655885706215187e-16
212, 1.6263896496337857e-16
213, 1.5882816112519244e-16
214, 1.5512943525918961e-16
215, 1.5152652994189606e-16
216, 1.4802279268343755e-16
217, 1.4461514462715023e-16
218, 1.4130061397716304e-16
219, 1.3807048166243345e-16
220, 1.3493378380278615e-16
221, 1.3187624614831676e-16
222, 1.2890112873983644e-16
223, 1.2600592971659977e-16
224, 1.2318823216781628e-16
225, 1.2044570092764057e-16
226, 1.177709211258078e-16
227, 1.1517211905165222e-16
228, 1.1263695645527179e-16
229, 1.1016365497248652e-16
230, 1.0776011021664257e-16
231, 1.0541470612782502e-16
232, 1.0313512843186221e-16
233, 1.0090564991363354e-16
234, 9.873847252662181e-17
235, 9.662286187451597e-17
236, 9.456609460104464e-17
237, 9.25535817252379e-17
238, 9.059681355352841e-17
239, 8.868585258713335e-17
240, 8.682353191234505e-17
241, 8.500846492277651e-17
242, 8.323538543897679e-17
243, 8.150704535471946e-17
244, 7.982218165220004e-17
245, 7.817583607148497e-17
246, 7.65706792437073e-17
247, 7.500194405874408e-17
248, 7.347580345315102e-17
249, 7.198050028588132e-17
250, 7.052565569027467e-17
251, 6.910330290805174e-17
252, 6.771595171071103e-17
253, 6.635935704666136e-17
254, 6.503597490995942e-17
255, 6.374171664046389e-17
256, 6.247898514488857e-17
257, 6.124692546732038e-17
258, 6.004167120500381e-17
259, 5.886554841162387e-17
260, 5.771482928554116e-17
261, 5.659178866262907e-17
262, 5.549568685267133e-17
263, 5.442299335637488e-17
264, 5.33731386813876e-17
265, 5.2351026548972363e-17
266, 5.134780976334197e-17
267, 5.036838503334976e-17
268, 4.9412127176602266e-17
269, 4.847842917192611e-17
270, 4.756163724912061e-17
271, 4.666888698185568e-17
272, 4.5792133358044233e-17
273, 4.4938317408612193e-17
274, 4.410202823905953e-17
275, 4.328285614416119e-17
276, 4.2482721335221635e-17
277, 4.1698849844905523e-17
278, 4.0933118421882815e-17
279, 4.0182843364989687e-17
280, 3.9449858906794745e-17
281, 3.87315678395087e-17
282, 3.8029762820747175e-17
283, 3.734192955584823e-17
284, 3.666982006127561e-17
285, 3.601099955625007e-17
286, 3.5365169013478467e-17
287, 3.473402047805607e-17
288, 3.4115231716214554e-17
289, 3.3510456463981903e-17
290, 3.2919346897971513e-17
291, 3.2337811441589303e-17
292, 3.176937646619846e-17
293, 3.121371912562245e-17
294, 3.0668724113696995e-17
295, 3.0134158665980174e-17
296, 2.961154877297792e-17
