2, 3.543195531321283e-6
3, 3.626117675286698e-6
4, 3.718527473504515e-6
5, 3.816981043001386e-6
6, 3.918996643220355e-6
7, 4.0225758160701426e-6
8, 4.126304421619194e-6
9, 4.2290677791892e-6
10, 4.329910953358534e-6
11, 4.428141737274193e-6
12, 4.523234169841826e-6
13, 4.614732300383632e-6
14, 4.702288996929191e-6
15, 4.785670465025455e-6
16, 4.8647005201703286e-6
17, 4.939236693393449e-6
18, 5.009180071041066e-6
19, 5.074472017881791e-6
20, 5.135079375692188e-6
21, 5.190994930037633e-6
22, 5.242250893567126e-6
23, 5.288920140175494e-6
24, 5.331093979925645e-6
25, 5.368851475151866e-6
26, 5.402243184287893e-6
27, 5.43129929474081e-6
28, 5.456054948828305e-6
29, 5.476577841954236e-6
30, 5.492986250719928e-6
31, 5.505453179937616e-6
32, 5.514198193815018e-6
33, 5.519470732951966e-6
34, 5.521528582235813e-6
35, 5.520614626071735e-6
36, 5.5169350366212945e-6
37, 5.510642314774094e-6
38, 5.501826376364625e-6
39, 5.490515694631618e-6
40, 5.4766885171121406e-6
41, 5.460292012676055e-6
42, 5.441265564768391e-6
43, 5.4195638036213485e-6
44, 5.395175435089798e-6
45, 5.368135219381889e-6
46, 5.338528125891332e-6
47, 5.30648626849467e-6
48, 5.27218038742973e-6
49, 5.23580820707916e-6
50, 5.197582006624369e-6
51, 5.157717303930504e-6
52, 5.116423912543727e-6
53, 5.073899902874872e-6
54, 5.030328403689379e-6
55, 4.9858767684794075e-6
56, 4.940697372374129e-6
57, 4.8949293190983995e-6
58, 4.848700393359657e-6
59, 4.802128789375838e-6
60, 4.755324345001465e-6
61, 4.708389163442633e-6
62, 4.661417715588097e-6
63, 4.614496481634103e-6
64, 4.567703393919784e-6
65, 4.521107199630553e-6
66, 4.474766901255443e-6
67, 4.4287314399652125e-6
68, 4.383039611907858e-6
69, 4.337720312654384e-6
70, 4.292793092326495e-6
71, 4.248268974223355e-6
72, 4.2041515166114e-6
73, 4.160438049937141e-6
74, 4.11712106518589e-6
75, 4.074189692493149e-6
76, 4.0316311879360885e-6
77, 3.9894323934950005e-6
78, 3.947581170693812e-6
79, 3.9060677010917025e-6
80, 3.8648856543124415e-6
81, 3.824033151601692e-6
82, 3.783513515985834e-6
83, 3.743335762037652e-6
84, 3.7035148899254135e-6
85, 3.664071896901347e-6
86, 3.6250335000696596e-6
87, 3.5864315167514216e-6
88, 3.548302432282164e-6
89, 3.510686298035658e-6
90, 3.4736255626127193e-6
91, 3.437164429891654e-6
92, 3.4013470943111053e-6
93, 3.366216862313416e-6
94, 3.3318151466423607e-6
95, 3.2981800556861964e-6
96, 3.2653456190014246e-6
97, 3.233341100263906e-6
98, 3.2021902219370637e-6
99, 3.1719109151484205e-6
100, 3.142514827294157e-6
110, 2.8956176374184315e-6
120, 2.7162495534856984e-6
130, 2.5752001833328266e-6
140, 2.4516126087292204e-6
150, 2.3300483594013694e-6
160, 2.201352613635672e-6
170, 2.0634682262256068e-6
180, 1.9177589247527334e-6
190, 1.7670757630221997e-6
200, 1.6170665814692276e-6
210, 1.4765089422548265e-6
220, 1.354535623291084e-6
230, 1.256767352434188e-6
240, 1.1831948372184504e-6
250, 1.128802376872911e-6
260, 1.0860292564811066e-6
270, 1.0475022632648845e-6
280, 1.0079435513921443e-6
290, 9.648566991203308e-7
300, 9.182179954204178e-7
310, 8.696188829011922e-7
320, 8.213042707121687e-7
330, 7.753812924821224e-7
340, 7.33347918979401e-7
350, 6.9591792890916e-7
360, 6.63083345055688e-7
370, 6.34304761689936e-7
380, 6.087543616681952e-7
390, 5.85528418865659e-7
400, 5.638123263733858e-7
410, 5.429720933537021e-7
420, 5.225943864896985e-7
430, 5.024747017662048e-7
440, 4.825755814802452e-7
450, 4.629832018105243e-7
460, 4.4385138874460713e-7
470, 4.2535663156660104e-7
480, 4.076679823144988e-7
490, 3.9092017145151615e-7
500, 3.752023470573065e-7
